Plant Category,Seed Name,Average Precipitation per day,Average Temperature (2 m),Average Soil Temperature (0 to 6 cm),Average Sunshine Duration(s),Humidity(%),Rainfall Alert Maximum Rain (mm),Average Soil Moisture (0-3 cm)
Lettuce,Laitue Batavia Merveille de Verano,7.5,17.5,12.5,25200.0,65.0,20.0,0.25
Leafy vegetable,Laitue romaine angèle,5.0,20.0,18.0,18000.0,60.0,20.0,0.3
Lettuce,Laitue batavia pierre bénite,5.0,15.0,12.0,3600.0,70.0,20.0,0.4
Lettuce,Laitue Batavia Iceberg Saladin,3.5,20.0,15.0,2600.0,60.0,15.0,0.4
Leafy Vegetable,Laitue Batavia Carmen,5.0,20.0,18.0,18000.0,70.0,20.0,0.3
Vegetable,Laitue Batavia Gloire du Dauphiné,5.0,20.0,15.0,18000.0,70.0,50.0,0.3
Lettuce,Laitue batavia d'hiver st antoine,3.0,15.0,12.5,25200.0,65.0,20.0,0.30000000000000004
Herb,Maceron,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Vegetable,Radis Serpent,5.0,20.0,15.0,3600.0,60.0,10.0,0.3
Fruit,Melon Petit Gris de Rennes,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Fruit,Melon Noir des Carmes,5.0,25.0,20.0,36000.0,60.0,20.0,0.3
Fruit,Melon vieille France le sachet de 15 graines,5.0,20.0,22.0,28800.0,60.0,20.0,0.3
Fruit plant,Melon de St Memmie,5.0,25.0,20.0,6000.0,70.0,20.0,0.3
Fruit,Melon Brodé Jenny Lind,5.0,25.0,20.0,6000.0,60.0,20.0,0.4
Fruit,Melon Belge de Pajottenland,5.0,20.0,15.0,3600.0,70.0,20.0,0.3
Flowering plant,Mélange Prairie Fleurie,7.5,20.0,17.5,3250.0,50.0,20.0,0.4
Flower,Mon jardin de fleurs champêtres mellifères,5.0,20.0,15.0,3600.0,70.0,20.0,0.3
Perennial flowering plants,Mon jardin de fleurs vivaces mellifères,5.0,20.0,18.0,10.0,60.0,15.0,0.25
Flowering plant,Mon jardin de fleurs mellifères d'ombre,5.0,15.0,10.0,1800.0,65.0,50.0,0.3
Vegetable,Oignon de Stuttgart,5.0,15.0,10.0,3600.0,60.0,20.0,0.4
Onion,Oignon jaune paille des vertus,5.0,22.0,16.0,24000.0,60.0,30.0,0.3
Vegetable,Oignon Rijnsburger 4,3.0,15.0,10.0,3600.0,70.0,20.0,0.4
Vegetable,Oignon Red Baron,5.0,20.0,15.0,18000.0,70.0,20.0,0.3
Vegetable,Oignon Cuisse de Poulet du Poitou,4.2,18.5,15.8,21600.0,65.0,10.0,0.23
Vegetable,Oignon Robelja,5.0,20.0,18.0,25000.0,70.0,20.0,0.3
Vegetable,Oignon Ishikura Long White,7.5,20.0,15.0,6500.0,55.0,20.0,0.25
Vegetable,Oignon Rouge de Huy,2.0,15.0,12.0,18000.0,60.0,20.0,0.3
Vegetable,Oignon Doux de Florence Race de Simiane,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Vegetable,Oignon Blanc de Lisbonne,5.0,20.0,15.0,3000.0,60.0,30.0,0.4
Vegetable,Oignon Blanc de Vaugirard,2.5,12.5,10.2,2800.0,65.0,20.0,0.25
Vegetable,Oignon Blanc Premier,5.0,20.0,18.0,18000.0,60.0,20.0,0.3
Vegetable,Oignon Rouge d'Abbeville,3.5,17.5,11.5,20000.0,50.0,15.0,0.25
Biennial Root Vegetable,Panais de Guernesey,3.0,10.0,13.0,24000.0,70.0,20.0,0.35
Vegetable,Panais Tender and True,5.0,18.0,15.0,24000.0,60.0,20.0,0.3
Vegetable,Panais Long Turga,5.0,18.0,15.0,18000.0,60.0,20.0,0.2
Vegetable,Panais Rond Hâtif,3.0,18.0,15.0,3600.0,60.0,10.0,0.2
Vegetable,Pois à Rames à Cosse Violette Blauwschokkers,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Legume,Pois à rames à écosser serpette de Malines,3.5,20.0,15.0,2250.0,60.0,10.0,0.2
Vegetable,Pois à rames à écosser senator,7.5,20.0,15.0,25200.0,70.0,20.0,35.0
Legume,Pois à rames à écosser téléphone,7.5,20.0,15.0,25200.0,65.0,50.0,35.0
Legume,Pois à rames à écosser hâtif de mai,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Courge,Jack Be Little,3.5,20.0,15.0,3250.0,50.0,50.0,0.30000000000000004
Vegetable,Courge Jack O'Lanterne,5.0,25.0,20.0,3600.0,70.0,50.0,0.25
Vegetable,Courge Lady Godiva à graines nues,5.0,20.0,18.0,10000.0,60.0,20.0,0.3
Vegetable,Courge Patidou Sweet Dumpling,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Vegetable,Courge Pomme d'Or,5.0,18.0,15.0,3600.0,60.0,20.0,0.4
Vegetable,Courge Spaghetti - Le Sachet de 12 Graines,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Vegetable,Courge Melonnette Jaspée de Vendée,5.0,20.0,15.0,3600.0,70.0,20.0,0.3
Vegetable,Courge Royal Acorn,3.0,20.0,18.0,3600.0,70.0,10.0,0.4
Courge,Baby Boo,5.0,20.0,18.0,600.0,60.0,20.0,0.3
Vegetable,Courges en mélange,5.0,18.0,15.0,3000.0,60.0,20.0,0.5
Vegetable,Courge Delicata (Sweet Potato),5.0,20.0,18.0,3600.0,60.0,20.0,0.4
Vegetable,Ail Chinois,3.5,17.5,12.5,20000.0,70.0,20.0,0.25
Herb,Angélique,5.0,20.0,15.0,6000.0,70.0,20.0,0.3
Herb,Carvi,5.0,15.0,12.0,6000.0,60.0,20.0,0.4
Herb,Ciboulette Commune,3.0,20.0,15.0,19000.0,50.0,30.0,0.30000000000000004
Herb,Fenouil Commun,5.0,15.0,18.0,24000.0,60.0,20.0,0.25
Vegetable,Fenouil Bronze,3.0,18.0,15.0,7200.0,60.0,10.0,0.25
Herb,"Menthe Verte, Type Marocaine",5.0,20.0,18.0,6000.0,70.0,30.0,0.3
Herb,Origanum vulgare,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Herb,Oseille Commune,2.0,15.0,12.0,3600.0,60.0,20.0,0.3
Herb,Oseille Sanguine,2.0,20.0,18.0,18000.0,60.0,10.0,0.4
Herb,Cochléaire officinale,5.0,18.0,15.0,3600.0,60.0,20.0,0.3
Herb,Roquette Sauvage,5.0,20.0,15.0,30000.0,60.0,20.0,0.3
Herb,Sarriette des montagnes,5.0,20.0,15.0,3600.0,50.0,10.0,0.3
Herb,Sauge Officinale,5.0,20.0,18.0,18000.0,60.0,20.0,0.3
Herb,Thym ordinaire,2.0,15.0,12.0,3600.0,60.0,20.0,0.3
Herb,Absinthe,5.0,20.0,15.0,6000.0,70.0,20.0,0.3
Perennial,Verbascum thapsus,2.0,17.0,15.0,30000.0,60.0,20.0,0.25
Perennial,Guimauve,5.0,20.0,18.0,6000.0,60.0,20.0,0.4
Herb,Valériane officinale,5.0,15.0,10.0,36000.0,70.0,20.0,0.5
Herb,Ciboule,5.0,15.0,18.0,24000.0,60.0,20.0,0.4
Herb,Cerfeuil Vivace,5.0,18.0,15.0,3600.0,60.0,20.0,0.3
Herb,Livèche,5.0,18.0,15.0,3000.0,60.0,20.0,0.4
Perennial Herb,Rue Bigarrée,2.0,20.0,18.0,30000.0,60.0,10.0,0.3
Vegetable,Fenouil Sauvage,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Herb,Romarin,2.0,20.0,15.0,24000.0,60.0,15.0,0.4
Herb,Helichryse ou Plante Curry,5.0,25.0,20.0,3600.0,50.0,20.0,0.3
Herb,Verveine Officinale,5.0,18.0,15.0,6000.0,60.0,10.0,0.3
Perennial herb,Ail des ours,5.0,15.0,18.0,6000.0,70.0,20.0,0.4
Herb,Ashwagandha,3.0,25.0,22.0,3600.0,60.0,20.0,0.3
Flower,Grande Ancolie,5.0,20.0,18.0,36000.0,60.0,15.0,0.3
Flower,Coquelourde Rouge,5.0,20.0,18.0,6000.0,60.0,20.0,0.4
Flower,Julienne des Dames Rose,5.0,20.0,18.0,6000.0,60.0,20.0,0.4
Flowering Plant,Lunaire ou Monnaie du Pape,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Flowering Plant,Lupin en mélange,7.5,17.5,15.0,20000.0,50.0,20.0,0.30000000000000004
Flowering plant,Mauve Mauritania,5.0,22.0,20.0,800.0,60.0,20.0,0.3
Perennial Flower,Pavot d'Islande,5.0,15.0,12.0,3000.0,60.0,20.0,0.3
Perennial,Phlomis Jaune,5.0,20.0,15.0,3600.0,60.0,50.0,0.3
Perennial,Pois Vivace,4.2,18.5,15.2,18000.0,65.0,20.0,0.3
Perennial,Polemonium Bleu,7.5,20.0,15.0,25000.0,50.0,35.0,0.30000000000000004
Perennial,Silene dioica,5.0,15.0,12.0,24000.0,60.0,20.0,0.3
Herb,Tanaisie Crispée,5.0,20.0,18.0,36000.0,70.0,20.0,0.3
Herb,Verveine hastée,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Herb,Grande Camomille,5.0,20.0,18.0,28800.0,60.0,20.0,0.3
Herb,Lavande Officinale,5.0,18.0,15.0,24000.0,60.0,20.0,0.3
Herbaceous plant,Sauge des prés,5.0,18.0,15.0,18000.0,50.0,20.0,0.3
Perennial,Digitale Pourpre,3.2,18.5,15.8,24000.0,70.0,10.0,0.25
Flowering plant,Pensée sauvage,7.5,15.0,12.5,19000.0,50.0,20.0,0.30000000000000004
Flower,Oeillet Rainbow Loveliness,5.0,18.0,15.0,600.0,60.0,15.0,0.2
Perennial,Gaillarde vivace,7.5,22.5,17.5,25200.0,50.0,25.0,0.25
Grass,Gazon d'Espagne,5.0,22.0,20.0,28800.0,70.0,20.0,0.2
Perennial,Asphodèle - Baton de Jacob,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Perennial Flower,Oeillet des Chartreux,5.0,20.0,18.0,18000.0,60.0,20.0,0.3
Flowering Plant,Reseda luteola,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Flowering plant,"Grémil des teinturiers ou ""violet de Tokyo""",7.5,20.0,15.0,25200.0,50.0,20.0,0.30000000000000004
Wildflower,Caille-lait ou gaillet jaune,3.5,20.0,15.0,25200.0,50.0,10.0,0.30000000000000004
Perennial Flower,Monarde Ponctuée,5.0,20.0,15.0,24000.0,60.0,20.0,0.3
Flowering Plant,Rose Trémière Noire,7.5,20.0,17.5,25200.0,60.0,25.0,0.25
Fruit,Physalis Cerise de Terre,6.3,18.5,17.2,24000.0,60.0,20.0,0.25
Fruit,Physalis Alkekenge Jaune,5.0,18.0,15.0,3600.0,60.0,50.0,0.3
Vegetable,Physalis Tomatillo,5.0,20.0,15.0,18000.0,70.0,20.0,0.3
Vegetable,Cornichon amélioré de bourbonne,5.0,20.0,18.0,3000.0,60.0,15.0,0.3
Vegetable,Cornichon Petit Vert de Paris,5.0,22.0,18.0,3600.0,70.0,20.0,0.25
Vegetable,Cornichon Vert Fin de Meaux,3.0,20.0,18.0,18000.0,60.0,10.0,0.25
Herbaceous plant,Plantain Corne de Cerf,5.0,20.0,18.0,3600.0,70.0,20.0,0.3
Cucurbita,Potiron Bleu de Hongrie,5.0,20.0,18.0,3600.0,60.0,50.0,0.4
Potiron buttercup,Le sachet de 12 graines,10.0,20.0,15.0,600.0,70.0,50.0,0.3
Cucurbita,Potiron Giraumon Turban Turc,7.5,25.0,17.5,2600.0,65.0,20.0,0.25
Vegetable,Potiron Hubbard Bleu,5.0,20.0,18.0,6000.0,70.0,50.0,0.3
Vegetable,Potiron Quintal Jaune,5.0,20.0,15.0,5000.0,70.0,20.0,0.3
Vegetable,Potiron Rouge Vif d'Etampes,5.0,15.0,18.0,3000.0,70.0,50.0,0.3
Vegetable,Potiron Vert Olive,5.0,25.0,20.0,6000.0,60.0,50.0,0.3
Vegetable,Potiron Marina di Chiogga,5.0,20.0,18.0,3600.0,70.0,20.0,0.3
Vegetable,Potiron Zapallito del Tronco,5.0,25.0,20.0,28800.0,70.0,20.0,0.3
Vegetable,Potiron Golden Hubbard,5.0,18.0,15.0,24000.0,60.0,20.0,0.4
Vegetable,Potiron Giant Atlantic,5.0,20.0,18.0,6000.0,70.0,50.0,0.3
Vegetable,Potiron Pink Jumbo Banana,5.0,22.0,18.0,3600.0,60.0,20.0,0.25
Vegetable,Potiron Tristar Triamble,5.0,20.0,15.0,3600.0,70.0,30.0,0.3
Vegetable,Potiron Galleux d'Eysines,5.0,20.0,15.0,3600.0,70.0,20.0,0.3
Annual Flowering Plant,Pourpier d'été doré,5.0,20.0,15.0,18000.0,60.0,50.0,0.3
Flowering plant,Pourpier d'été vert,10.0,25.0,20.0,6000.0,70.0,30.0,0.2
Vegetable,Radis Rond Écarlate Sora,5.0,20.0,18.0,36000.0,60.0,20.0,0.4
Vegetable,Radis Cherry Belle,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Vegetable,Radis Chandelle de Glace,5.0,20.0,15.0,18000.0,50.0,20.0,0.3
Vegetable,Radis Flamboyant 3,5.0,20.0,15.0,18000.0,60.0,30.0,0.4
Vegetable,Radis French Breakfast 2,2.0,18.0,15.0,6000.0,60.0,15.0,0.2
Vegetable,Radis Chandelle de Feu,3.5,20.0,15.0,20000.0,70.0,20.0,0.30000000000000004
Vegetable,Radis Daikon 'Minowase Summer Cross',3.5,20.0,17.5,2600.0,50.0,125.0,0.3
Vegetable,Radis en mélange,5.0,18.0,15.0,12000.0,55.0,20.0,0.4
Vegetable,Radis National 3,5.0,20.0,15.0,6000.0,60.0,10.0,0.3
Vegetable,Radis jaune helios,3.0,18.0,15.0,3600.0,60.0,10.0,0.35
Vegetable,Chou Cabus Rouge de Langedijk,4.2,18.5,15.8,24000.0,70.0,30.0,0.23
Vegetable,Chou cabus rouge rodynda,5.0,15.0,10.0,3600.0,60.0,20.0,0.3
Vegetable,Chou Cabus Rouge Amarant,5.0,15.0,12.0,18000.0,70.0,20.0,0.3
Tomato,Tomate potager de Vilvorde,5.0,20.0,18.0,3600.0,70.0,20.0,0.25
Tomato,Tomate de Bérao,5.0,25.0,18.0,3600.0,60.0,20.0,0.3
Vegetable,Tomate Cornue des Andes,2.0,18.0,15.0,3600.0,60.0,20.0,0.4
Vegetable,Tomate géante d'orembourg,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Tomato,Tomate Merveille des Marchés,5.0,22.0,18.0,6000.0,60.0,50.0,0.2
Vegetable,Tomate Monda,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Tomato,Tomate Moneymaker,3.0,22.5,20.0,26000.0,60.0,20.0,0.25
Tomato,Roma,5.0,22.0,18.0,6000.0,60.0,20.0,0.3
Tomato,Tomate Saint Pierre,5.0,20.0,18.0,3000.0,60.0,20.0,0.3
Vegetable,Tomate Burbank,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Tomato,Tomate Marmande,5.0,20.0,18.0,3600.0,65.0,20.0,0.4
Tomato,Sasha Altaï,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Tomato,Prince Borghese,3.0,22.0,18.0,3000.0,60.0,20.0,0.25
Tomato,Tomate Joyau d'Idaho,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Tomato,Tomate Rouge Gloire de Versailles,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Tomato,Tomate Belle de Lorraine,7.5,20.0,17.5,25200.0,70.0,30.0,0.30000000000000004
Tomato,Voyage,5.0,25.0,20.0,6000.0,70.0,30.0,0.3
Vegetable,Tomate Téton de Vénus,7.5,20.0,17.5,25200.0,60.0,75.0,0.44999999999999996
Tomato,Tomate Suzy,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Tomato,Matina,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Vegetable,Tomate Triomphe de Liège,5.0,20.0,15.0,18000.0,70.0,50.0,0.3
Tomato,Tomate Merveille des Serres,10.0,25.0,20.0,3600.0,60.0,50.0,0.4
Tomato,Tomate Belgian Farmers,5.0,20.0,18.0,6000.0,60.0,30.0,0.4
Vegetable,Tomate Stupice,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Vegetable,Tomate Rouge de Namur,2.0,20.0,18.0,6000.0,70.0,10.0,0.3
Vegetable,Tomate Charnue de Huy,5.0,18.0,15.0,18000.0,70.0,30.0,0.3
Tomato,Tomate Prolifique de Falisolle,5.0,20.0,15.0,28800.0,60.0,50.0,0.3
Tomato,Tomate Rouge Glacier,7.5,20.0,17.5,20000.0,60.0,20.0,0.30000000000000004
Tomato,Tomate reine des hâtives,5.0,20.0,18.0,3600.0,60.0,15.0,0.3
Fruit,Tomate Saint Jean d'Angely,5.0,20.0,15.0,36000.0,70.0,20.0,0.3
Tomato,Tomate Rouge Corma (Lignée 1 de Gembloux),7.5,22.5,20.0,20000.0,55.0,20.0,0.44999999999999996
Tomato,Tomate Rouge Gloire de Malines,3.0,22.0,18.0,36000.0,70.0,20.0,0.4
Vegetable,Tomate Rouge Joffre,5.0,25.0,18.0,6000.0,60.0,30.0,0.3
Tomato,Tomate Chemin Rouge,5.0,25.0,20.0,3600.0,60.0,20.0,0.4
Tomato,Tomate Rouge Anna Russian,5.0,20.0,18.0,18000.0,60.0,50.0,0.3
Vegetable,Rhubarbe Rouge,5.0,18.0,12.0,28800.0,60.0,20.0,0.3
Vegetable,Céleri à côtes blanc pascal,3.0,15.0,15.0,25200.0,60.0,20.0,0.25
Vegetable,Céleri à côtes vert d'elne,3.5,17.5,15.0,4500.0,60.0,10.0,0.30000000000000004
Vegetable,Céleri à côtes violettes,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Vegetable,Céleri géant doré,5.0,20.0,18.0,24000.0,60.0,20.0,0.3
Vegetable,Céleri à côtes tall utah,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Vegetable,Laitue pommée d'hiver de Trémont,5.0,15.0,10.0,18000.0,60.0,20.0,0.3
Leafy Vegetable,Laitue à Couper Verte d'Hiver,5.0,10.0,12.0,24000.0,60.0,20.0,0.2
Vegetable,Salsifis Blanc Amélioré,2.0,18.0,15.0,3600.0,60.0,10.0,0.4
Vegetable,Chou de Milan de Pontoise,7.5,15.0,12.5,18000.0,70.0,25.0,0.30000000000000004
Vegetable,Chou de Milan Plainpalais,5.0,18.0,15.0,28800.0,60.0,20.0,0.3
Vegetable,Chou de Milan Bloemendaalse Gele,3.0,15.0,10.0,3600.0,60.0,20.0,0.3
Vegetable,Chou de Milan de Lorient,5.0,15.0,18.0,3600.0,60.0,20.0,0.3
Vegetable,Scorsonère Noir Géant de Russie,5.0,15.0,18.0,6000.0,70.0,20.0,0.25
Legume,Haricot à Rames Mangetout à Cosses Violettes - Blauhilde,5.0,20.0,18.0,6000.0,65.0,15.0,0.3
Legume,Haricot à rames hâtif neckarkönigin,5.2,18.5,15.4,25000.0,60.0,20.0,0.25
Climbing Bean,Haricot Mangetout à Rames Neckargold,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Legume,Haricot à Rames Mangetout de Malines,15.0,20.0,17.5,3250.0,55.0,75.0,0.30000000000000004
Legume,Haricot à rames mangetout princesse du pévèle,5.0,15.0,18.0,3600.0,60.0,20.0,0.3
Climbing bean,Haricot à rames mangetout beurre Sunshine,3.5,20.0,17.5,25200.0,70.0,20.0,0.25
Legume,Haricot à rames mangetout (à couper) beurre 'golden gate',5.0,20.0,18.0,6000.0,60.0,20.0,0.25
Legume,Haricot à rames mangetout vigneronne,3.5,20.0,15.0,25200.0,50.0,20.0,0.25
Legume,Haricot à rames mangetout fortex,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Vegetable,Haricot à rames mangetout trebona,5.0,20.0,18.0,36000.0,60.0,20.0,0.3
Haricot à rames mangetout,Helda type Sabre,2.0,20.0,18.0,600.0,60.0,50.0,0.3
Vegetable,Pois à rames mangetout à cosses jaunes Saint Désirat,3.5,17.5,15.0,3500.0,60.0,10.0,0.30000000000000004
Vegetable,Pois à rames Mangetout Heraut,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Legume,Soja Edamame,5.0,20.0,18.0,18000.0,60.0,50.0,0.3
Leafy Vegetable,Epinard hâtif à grandes feuilles,5.0,20.0,15.0,3600.0,70.0,15.0,0.4
Vegetable,Epinard Fraise,3.5,14.0,11.5,26000.0,55.0,10.0,0.30000000000000004
Vegetable,Epinard Butterflay,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Vegetable,Epinard géant d'hiver,3.0,15.0,10.0,18000.0,70.0,20.0,0.3
Vegetable,Epinard Perpetuel,5.0,18.0,15.0,28800.0,60.0,20.0,0.3
Leafy green vegetable,Epinard Thorin (Type Matador),3.5,17.5,15.0,7000.0,70.0,20.0,0.25
Vegetable,Courge Eponge Luffa,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Vegetable,Pâtisson Blanc,5.0,18.0,15.0,18000.0,60.0,20.0,0.25
Vegetable,Pâtisson Orange,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Vegetable,Pâtisson Panaché,7.5,20.0,17.5,2600.0,50.0,20.0,0.4
Vegetable,Pâtisson vert pâle de Bennings,5.0,20.0,15.0,3000.0,60.0,20.0,0.25
Vegetable,Carotte blanche de Küttigen,3.5,17.5,15.0,25200.0,60.0,10.0,45.0
Vegetable,Carotte de colmar à coeur rouge 2,5.0,15.0,18.0,24000.0,70.0,20.0,0.3
Vegetable,Carotte Nantaise 2,5.0,20.0,15.0,18000.0,70.0,10.0,0.4
Vegetable,Carotte Rodelika,5.0,15.0,12.0,3600.0,60.0,20.0,0.3
Vegetable,Carotte Violette Rouge Sang,5.0,15.0,20.0,18000.0,70.0,25.0,0.3
Vegetable,Carotte Jaune Obtuse du Doubs,2.0,15.0,12.0,3600.0,70.0,20.0,0.4
Vegetable,Carotte Flakkeese 2,5.0,18.0,15.0,3600.0,60.0,20.0,0.2
Vegetable,Carotte Violette Gniff,5.0,18.0,15.0,12000.0,60.0,20.0,0.3
Vegetable,Carotte Blanche des Vosges,5.0,15.0,10.0,3000.0,70.0,20.0,0.2
Carrot,Carotte de Chantenay à Coeur Rouge 2,5.0,15.0,18.0,6000.0,60.0,20.0,0.3
Vegetable,Carotte géante de Tilques,5.0,15.0,12.0,3600.0,70.0,20.0,0.3
Vegetable,Carottes en mélange,5.0,15.0,18.0,12000.0,70.0,20.0,0.3
Vegetable,Carotte Longue Jaune de Belgique,5.0,15.0,12.0,6000.0,60.0,50.0,0.3
Vegetable,Poireau gros long d’été,7.5,20.0,12.5,25200.0,65.0,15.0,0.25
Vegetable,Poireau Jaune du Poitou,3.5,17.5,15.0,25200.0,55.0,20.0,30.0
Vegetable,Poireau Elbeuf Elephant,5.0,15.0,10.0,3600.0,70.0,20.0,0.3
Maize,Maïs doux mezdi,5.0,22.0,18.0,20000.0,70.0,50.0,0.25
Maïs doux martian purple,Le sachet de +/- 80 graines,5.0,20.0,18.0,600.0,60.0,10.0,0.2
Vegetable,Maïs doux multicolore inca rainbow,10.0,25.0,20.0,3000.0,60.0,50.0,0.3
Corn,Maïs Doux Golden Bantam,7.5,25.0,17.5,25200.0,60.0,25.0,0.25
Vegetable,Fenouil doux précoce d'été,5.0,20.0,18.0,18000.0,70.0,20.0,0.3
Vegetable,Fenouil Doux Zefa Fino,5.0,15.0,18.0,18000.0,60.0,50.0,0.3
Herb,Fenouil Doux Zefa Tardo,2.0,18.0,15.0,6000.0,60.0,10.0,0.3
Herbaceous plant,Fenouil doux perfection,5.0,20.0,15.0,3600.0,70.0,30.0,0.3
Herbaceous Plant,Fenouil Doux Selma,5.0,20.0,18.0,30000.0,60.0,20.0,0.3
Vegetable,Côte de bette verte à couper,5.0,20.0,15.0,12000.0,60.0,20.0,0.3
Vegetable,côte de bette à cardes rouges,5.0,20.0,18.0,3600.0,70.0,20.0,0.3
Vegetable,Côte de bette à cardes multicolores,7.5,20.0,12.5,16200.0,65.0,30.0,0.2
Vegetable,côte de bette à cardes jaunes bright yellow,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Vegetable,Côte de Bette Lucullus,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Vegetable,Côte de Bette Orange 'Coucher de Soleil',5.0,20.0,18.0,3000.0,60.0,20.0,0.4
Leafy Vegetable,Côte de bette verte à cardes blanches,5.0,20.0,18.0,24000.0,70.0,20.0,0.3
Vegetable,Tétragone Cornue,5.0,18.0,15.0,18000.0,60.0,20.0,0.3
Herb,Cerfeuil tubéreux,5.0,18.0,15.0,24000.0,50.0,20.0,0.4
Vegetable,Navet de Croissy,5.0,15.0,12.0,2400.0,70.0,20.0,0.3
Vegetable,Navet de Milan à forcer à collet rose,5.0,15.0,12.0,3600.0,70.0,20.0,0.3
Vegetable,Navet des Vertus Marteau,5.0,18.0,15.0,3600.0,60.0,30.0,0.3
Vegetable,Navet Boule d'Or,3.2,18.5,15.8,26400.0,65.0,10.0,0.35
Vegetable,Navet de Nancy,3.5,15.0,12.5,3250.0,55.0,20.0,0.30000000000000004
Vegetable,Navet Noir Long d'Hiver,2.5,-5.0,8.0,18000.0,60.0,20.0,0.25
Vegetable,Navet Petrowski,5.0,20.0,18.0,6000.0,70.0,30.0,0.4
Vegetable,"Navet hâtif ""blanc plat de mai""",3.0,15.0,12.0,3600.0,70.0,20.0,0.2
Vegetable,Navet Blanc Globe à Collet Violet,5.0,18.0,15.0,18000.0,60.0,10.0,0.3
Vegetable,Navet Boulette de Champagne,2.5,18.5,15.2,25000.0,65.0,20.0,0.25
Vegetable,Chou-navet wilhelmsburger jaune à collet vert,3.5,14.0,12.5,20000.0,60.0,20.0,0.30000000000000004
Vegetable,Chou-navet jaune,5.2,18.5,15.7,28800.0,65.0,20.0,0.25
Leafy Vegetable,Mizuna,5.0,18.0,15.0,18000.0,60.0,20.0,0.25
Vegetable,Navet-Feuille Cima de Rapa,5.0,18.0,15.0,3600.0,70.0,20.0,0.4
Fruit,Pastèque Lune Etoile,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Fruit,Pastèque Sugar Baby,5.0,25.0,20.0,6000.0,70.0,20.0,0.4
Vegetable,Chou Cabus de Brunswick,5.0,15.0,12.0,18000.0,70.0,20.0,0.3
Vegetable,Chou Cabus de Vaugirard,3.5,17.5,15.0,23400.0,60.0,15.0,0.4
Vegetable,Chou Cabus Pointu Blanc Filderkraut,3.5,15.0,12.5,25200.0,55.0,10.0,0.4
Vegetable,chou cabus coeur de bœuf des vertus,5.0,15.0,12.0,3600.0,70.0,15.0,0.3
Cabbage,Chou cabus blanc holsteiner platter,5.0,15.0,12.0,6000.0,70.0,30.0,0.3
Vegetable,Chou Cabus Pointu Blanc de Châteaurenard,5.0,15.0,18.0,3600.0,70.0,20.0,0.3
Vegetable,Chou Cabus Blanc Choupin,5.0,15.0,10.0,3000.0,60.0,20.0,0.3
Vegetable,Chou Cabus Quintal d'Alsace,2.5,15.5,12.8,24000.0,65.0,50.0,0.35
Vegetable,Chou Cabu Précoce de Louviers,5.0,18.0,15.0,24000.0,70.0,50.0,0.25
Vegetable,Chicorée Radicchio Rouge de Vérone,5.0,18.0,15.0,6000.0,60.0,20.0,0.3
Vegetable,Chicorée Pain de Sucre,3.0,15.0,12.0,18000.0,70.0,15.0,0.4
Vegetable,Chicorée Barbe de Capucin,5.0,18.0,15.0,3600.0,60.0,20.0,0.3
Leafy vegetable,Chicorée radicchio rouge de Trévise,5.0,15.0,12.0,18000.0,60.0,20.0,0.3
Vegetable,Chicorée sauvage grumolo,4.0,18.0,15.0,3000.0,60.0,20.0,0.25
Vegetable,Chicorée Sauvage Catalogna Aurelia,5.0,18.0,15.0,3600.0,70.0,20.0,0.25
Vegetable,Chicorée Pain de Sucre Nettuno,3.5,17.5,12.5,25200.0,65.0,20.0,0.25
Vegetable,Chicorée tête d'anguille,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
